,Operatore,Profilo,Velocità (down/up),Territorio,Periodo,Tipo,Media,Dev. Std.,Min,Max,TP%,Misure
599,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2019Dic2019
",Download,"1,9Mbps","23,3","1,9Mbps",,,8200
600,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2019Dic2019
",Download,"5,6Mbps","962,9","3,9Mbps",,,17754
601,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"6,2Mbps","1448,9","4,3Mbps",,,119078
602,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"15,2Mbps","3377,1","11,1Mbps",,,92764
603,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2019Dic2019
",Download,"5,6Mbps","2250,5",591.9kbps,,,72972
604,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"6,3Mbps","1244,2","4,2Mbps",,,90077
605,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"92,8Mbps","5295,5","90,7Mbps",,,8637
606,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"147,1Mbps","4885,9","143,8Mbps",,,8345
607,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"5,5Mbps","1,3","5,5Mbps",,,1836
608,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"7,3Mbps","383,0","7,3Mbps",,,14240
609,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"14,0Mbps","10723,1","10,2Mbps",,,114618
610,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"16,8Mbps","2948,9","14,0Mbps",,,33123
611,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"16,1Mbps","3364,1","11,0Mbps",,,11818
612,Intred,None,"
30,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"46,1Mbps","22237,7",0.0kbps,,,7544
613,Intred,None,"
50,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"27,0Mbps","13287,2",0.0kbps,,,7307
614,LineaCom,"E4BfBusiness,Cremafibra","
100,0Mbps100,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"92,3Mbps","4652,6","87,8Mbps",,,29
615,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"77,2Mbps","21028,6","35,5Mbps",,,37439
616,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"43,9Mbps","5967,5","32,2Mbps",,,14271
617,SiPortal,SiAdsl7Mega,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2019Dic2019
",Download,"6,3Mbps","310,5","5,8Mbps",,,2039
618,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"18,1Mbps","937,8","18,0Mbps",,,8329
619,Terrecablate,MyHomeFibra,"
30,0Mbps3,1Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"29,8Mbps","670,1","29,9Mbps",,,8706
620,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"9,8Mbps","676,9","9,8Mbps",,,95263
621,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"29,6Mbps","1196,5","29,3Mbps",,,110516
622,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"96,8Mbps","4613,4","93,4Mbps",,,46176
623,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"186,9Mbps","16005,7","154,8Mbps",,,14487
624,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"7,4Mbps","500,8","7,0Mbps",,,71067
625,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"16,1Mbps","1919,1","13,1Mbps",,,73076
626,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2019Dic2019
",Download,"4,1Mbps","108,0","4,0Mbps",,,9732
627,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"17,9Mbps","1231,1","16,2Mbps",,,55557
628,Vodafone,SuperADSL,"
12,0Mbps1,2Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"10,0Mbps","875,5","8,3Mbps",,,8639
629,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"14,5Mbps","1284,9","12,8Mbps",,,34108
630,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"93,3Mbps","5645,2","82,9Mbps",,,47038
631,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"186,5Mbps","3085,1","185,1Mbps",,,6343
632,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2019Dic2019
",Download,"7,9Mbps","3220,0","7,1Mbps",,,71930
633,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
10,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"8,9Mbps","0,6","8,9Mbps",,,1300
634,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"12,1Mbps","652,7","11,2Mbps",,,8175
635,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"12,0Mbps","574,0","11,2Mbps",,,27966
636,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"15,0Mbps","139,4","14,9Mbps",,,8226
637,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"15,1Mbps","104,3","15,1Mbps",,,4228
638,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"16,9Mbps","1110,9","15,8Mbps",,,47512
639,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2019Dic2019
",Download,"66,0Mbps","18005,4","55,1Mbps",,,3590
640,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2020Giu2020
",Download,"6,9Mbps","205,3","6,9Mbps",,,7854
641,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"12,7Mbps","1254,0","11,0Mbps",,,805
642,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2020Giu2020
",Download,"8,2Mbps","203,8","8,2Mbps",,,8190
643,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2020Giu2020
",Download,"1,9Mbps","114,2","1,9Mbps",,,7813
644,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"6,1Mbps","1801,8",0.0kbps,,,112200
645,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2020Giu2020
",Download,"5,1Mbps","2604,4",581.0kbps,,,41189
646,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"6,4Mbps","1203,6","4,2Mbps",,,64829
647,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"94,7Mbps","7032,4","92,7Mbps",,,7961
648,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"144,5Mbps","4365,1","135,8Mbps",,,7808
649,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"5,4Mbps","585,4","5,5Mbps",,,7894
650,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"7,3Mbps","114,4","7,3Mbps",,,13304
651,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"15,8Mbps","15791,4","7,3Mbps",,,109451
652,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"15,8Mbps","15791,4","7,3Mbps",,,109451
653,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"15,2Mbps","6180,0","1,4Mbps",,,30891
654,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"15,7Mbps","3485,2","10,9Mbps",,,12600
655,Intred,None,"
30,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"54,1Mbps","2119,4","53,7Mbps",,,7627
656,Intred,None,"
50,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"32,6Mbps","516,6","32,5Mbps",,,8009
657,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"94,5Mbps","7550,9","94,6Mbps",,,1057
658,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"18,2Mbps","30,1","18,2Mbps",,,1227
659,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"78,3Mbps","22608,9","44,8Mbps",,,30422
660,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"39,2Mbps","7515,6","32,2Mbps",,,14173
661,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"18,1Mbps","373,4","17,9Mbps",,,6060
662,Terrecablate,MyHomeFibra,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"29,9Mbps","268,5","29,9Mbps",,,7931
663,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2020Giu2020
",Download,"7,0Mbps","315,0","7,0Mbps",,,7834
664,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"9,8Mbps","349,6","9,8Mbps",,,83346
665,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"29,6Mbps","1187,8","29,3Mbps",,,86351
666,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"96,7Mbps","2786,2","94,0Mbps",,,44939
667,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"185,3Mbps","16858,2","154,8Mbps",,,30627
668,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"52,9Mbps","9458,8","46,3Mbps",,,10351
669,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"7,4Mbps","470,7","7,3Mbps",,,32184
670,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"15,5Mbps","2608,6","11,1Mbps",,,83526
671,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Gen2020Giu2020
",Download,"4,2Mbps","56,5","4,0Mbps",,,6909
672,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"18,5Mbps","1359,4","16,6Mbps",,,44297
673,Vodafone,SuperADSL,"
12,0Mbps1,2Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"10,6Mbps","373,8","9,9Mbps",,,6296
674,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"14,5Mbps","1153,3","12,8Mbps",,,31149
675,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"93,0Mbps","5873,7","82,9Mbps",,,32789
676,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"186,4Mbps","9030,6","186,9Mbps",,,5716
677,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Gen2020Giu2020
",Download,"7,1Mbps","135,9","7,1Mbps",,,30302
678,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"12,2Mbps","885,9","11,1Mbps",,,4483
679,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"11,8Mbps","846,8","10,7Mbps",,,24915
680,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"15,0Mbps","40,5","15,0Mbps",,,8235
681,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"15,1Mbps","27,0","15,1Mbps",,,7478
682,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"17,2Mbps","1540,5","16,1Mbps",,,39024
683,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2020Giu2020
",Download,"92,7Mbps","844,7","92,3Mbps",,,7543
684,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"6,8Mbps","683,1","6,9Mbps",,,8014
685,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"12,8Mbps","1930,1","9,3Mbps",,,607
686,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"8,2Mbps","8,3","8,2Mbps",,,8139
687,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"1,9Mbps","39,4","1,9Mbps",,,7746
688,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"5,4Mbps","1096,3","3,5Mbps",,,15937
689,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"6,6Mbps","478,9","5,8Mbps",,,82797
690,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"15,8Mbps","2812,2","11,7Mbps",,,61945
691,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"1,5Mbps","2265,9",576.1kbps,,,8930
692,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"6,2Mbps","2031,8","2,1Mbps",,,32209
693,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"90,1Mbps","3544,8","86,8Mbps",,,8502
694,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"137,6Mbps","6797,2","131,3Mbps",,,8042
695,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"5,4Mbps","779,5","5,5Mbps",,,8111
696,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"7,3Mbps","1,2","7,3Mbps",,,16687
697,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"15,5Mbps","15089,7","7,3Mbps",,,114782
698,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"14,6Mbps","4544,0","1,4Mbps",,,18919
699,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"17,3Mbps","2689,9","10,9Mbps",,,19894
700,Intred,None,"
30,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"32,5Mbps","859,4","32,4Mbps",,,8552
701,Intred,None,"
50,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"54,0Mbps","2265,6","52,8Mbps",,,8167
702,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"92,6Mbps","7933,2","84,0Mbps",,,18831
703,Irideos,UfficioVoceInternet,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"17,3Mbps","3820,0","15,3Mbps",,,13746
704,LineaCom,"E4BfBusiness,Cremafibra","
100,0Mbps100,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"78,9Mbps","19378,8","35,4Mbps",,,137
705,Optima,VitaMiaConsumerFIBRA+FlatvsFissi,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"76,4Mbps","21325,3","38,5Mbps",,,44622
706,Optima,VitaMiaInternetVeloceVDSL2,"
50,0Mbps10,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"40,9Mbps","6001,9","32,9Mbps",,,16895
707,SiPortal,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"57,8Mbps","767,3","57,5Mbps",,,3363
708,Terrecablate,MyHomeADSL,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"18,1Mbps","44,2","18,1Mbps",,,5659
709,TIM,TIMSuperADSL,"
7,0Mbps384.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"7,0Mbps","523,9","7,0Mbps",,,10051
710,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"9,8Mbps","568,1","9,8Mbps",,,81569
711,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"29,5Mbps","1473,8","29,4Mbps",,,87755
712,TIM,TIMSuperMega,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"96,1Mbps","6006,1","93,2Mbps",,,50163
713,TIM,TIMSuperMega,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"194,1Mbps","13361,0","194,1Mbps",,,30462
714,Tiscali,None,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"61,5Mbps","10552,0","48,9Mbps",,,12529
715,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"7,3Mbps","495,1","6,8Mbps",,,31360
716,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"15,3Mbps","3354,0","11,1Mbps",,,56050
717,Vianova,Vianova2.5,"
4,0Mbps512.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"4,0Mbps","130,4","4,0Mbps",,,2788
718,Vodafone,"SuperADSL
","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"18,9Mbps","3561,5","16,6Mbps",,,43793
719,Vodafone,SuperADSL,"
12,0Mbps1,2Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"10,6Mbps","479,1","9,9Mbps",,,4265
720,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"14,6Mbps","1040,7","12,6Mbps",,,40829
721,Vodafone,SuperADSL,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"93,1Mbps","5070,8","85,6Mbps",,,53266
722,Vodafone,SuperADSL,"
200,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"171,0Mbps","2368,7","171,2Mbps",,,2514
723,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Nazionale,"
Lug2020Dic2020
",Download,"7,3Mbps","1078,4","7,1Mbps",,,25832
724,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
12,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"13,1Mbps","562,1","12,2Mbps",,,4866
725,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
14,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"11,6Mbps","945,7","10,4Mbps",,,28274
726,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
17,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"15,0Mbps","72,2","14,9Mbps",,,3874
727,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
18,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"15,1Mbps","349,7","15,1Mbps",,,7978
728,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"17,1Mbps","724,6","15,8Mbps",,,29804
729,Wind,WINDInternet100,"
100,0Mbps20,0Mbps
",Nazionale,"
Lug2020Dic2020
",Download,"92,7Mbps","1279,4","91,0Mbps",,,7903
730,Acantho,BigBand,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"6,8Mbps","77,0","6,8Mbps",,,8231
731,Acantho,BigBand,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"10,7Mbps","52,5","10,6Mbps",,,1994
732,Aruba,ADSL20Mb/384kb,"
20,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"19,4Mbps","402,6","18,5Mbps",,,3088
733,Aruba,ADSL7Mb/384kb,"
7,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"7,2Mbps","0,5","7,2Mbps",,,2649
734,Brennercom,AllesKlar,"
8,0Mbps384.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"8,2Mbps","0,7","8,2Mbps",,,8415
735,Brennercom,AllesKlarLight,"
2,0Mbps256.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"1,9Mbps","10,3","1,9Mbps",,,8152
736,BritishTelecom,"BTADSL7Mega,VipPremium,VipDuet,VipAssolo","
7,0Mbps832.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"4,9Mbps","135,9","4,9Mbps",,,8442
737,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"6,7Mbps","455,1","5,8Mbps",,,72223
738,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,8Mbps","2466,3","13,1Mbps",,,61635
739,EnelEnergia,"FIBRADIMELITA
DiamondFibra","
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"649,6Mbps","173841,5","157,5Mbps",,,8454
740,Eolo,None,"
1.000,0Mbps300,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"418,3Mbps","28906,4","371,8Mbps",,,1069
741,Eolo,Formula,"
7,0Mbps512.0kbps
",Nazionale,"
Gen2021Giu2021
",Download,"3,6Mbps","3157,7",578.5kbps,,,15220
742,Eolo,Formula,"
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"6,3Mbps","1743,6","2,6Mbps",,,32031
743,Fastweb,JetUBB,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"88,3Mbps","1152,2","86,1Mbps",,,8434
744,Fastweb,Joy,"
200,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"134,6Mbps","6032,0","128,4Mbps",,,6444
745,Fastweb,"Superjet,Joy,Jet","
6,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"5,5Mbps","114,2","5,5Mbps",,,7497
746,Fastweb,"Superjet,Joy,Jet","
8,2Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"9,7Mbps","4171,1","7,3Mbps",,,32335
747,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"10,9Mbps","214,1","10,5Mbps",,,72036
748,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"15,5Mbps","1239,2","14,4Mbps",,,16581
749,Fastweb,"Superjet,Joy,Jet","
20,0Mbps1,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"16,9Mbps","2631,1","10,9Mbps",,,26959
750,Intred,None,"
30,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"38,6Mbps","9718,1","32,6Mbps",,,4175
751,Intred,None,"
50,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"48,4Mbps","10382,3","32,4Mbps",,,4134
752,Irideos,AziendaVoceInternet,"
100,0Mbps20,0Mbps
",Nazionale,"
Gen2021Giu2021
",Download,"93,0Mbps","7279,5","82,0Mbps",,,28711
